Item,Size,Price,Supplier
Hydrangea Paniculata Little Lime Punch [White/Red],"18"" #3 CONT",33.0,M
Hydrangea Paniculata Little Quick Fire [White/Rose],"15"" #2 CONT",24.0,M
Hydrangea Paniculata Little Quick Fire [White/Rose],"18"" #3 CONT",33.0,M
Hydrangea Paniculata Pinky Winky [White/Dk Pink],"18"" #3 CONT",24.0,M
Hydrangea Paniculata Powerball [Lime/White/Pink],"15"" #2 CONT",26.0,M
Hydrangea Paniculata Puffer Fish [White/Lime],"15"" #2 CONT",26.0,M
Hydrangea Paniculata Quick Fire Fab [White/Red],"15"" #2 CONT",24.0,M
Hydrangea Paniculata Quick Fire Fab [White/Red],"18"" #3 CONT",33.0,M
Hydrangea Paniculata Spring Sizzle [White/Red],"15"" #2 CONT",24.0,M
Hydrangea Paniculata Strawberry Sundae [White/Pink],"15"" #2 CONT",24.0,M
Hydrangea Paniculata Strawberry Sundae [White/Pink],"18"" #3 CONT",33.0,M
Hydrangea Paniculata Tiny Quick Fire [White/Rose],"15"" #2 CONT",24.0,M
Hydrangea Paniculata Vanilla Strawberry [White/Pink],"18"" CONT",26.0,M
Hydrangea Paniculata White Diamonds [White],"18"" CONT",26.0,M
Hydrangea Wee Bit Giddy [Red],"15"" #2 CONT",27.0,M
Hydrangea Wee Bit Grumpy [Dk Pink/Purple],"15"" #2 CONT",27.0,M
Hydrangea Wee Bit Innocent Lt Pink/Blue/Purple],"15"" #2 CONT",27.0,M
Hypericum Cobalt-N-Gold,"15"" #2 CONT",29.0,M
Hypericum Cobalt-N-Gold,"18"" #3 CONT",32.0,M
Ilex Shamrock - Inkberry,"15"" #2 CONT",31.0,M
Ilex Shamrock - Inkberry,"18"" #3 CONT",35.0,M
Ilex Shamrock - Inkberry,"21"" #5 CONT",42.0,M
Ilex Verticillata Afterglow [Early Female],"18"" CONT",20.0,M
Ilex Verticillata Berry Heavy [Berry Series],2' #3 CONT,20.0,M
Ilex Verticillata Berry Heavy Gold [Berry Series],"18"" #3 CONT",20.0,M
Ilex Verticillata Berry Poppins [Berry Series],"18"" #3 CONT",20.0,M
Ilex Verticillata Jim Dandy [Early Male Pollinator],"18"" CONT",20.0,M
Ilex Verticillata Mr Poppins [Berry Series],"18"" #3 CONT",20.0,M
Ilex Verticillata Red Sprite [Early Female],"18"" CONT",23.0,M
Ilex Verticillata Southern Gentleman [Late Male Pollinator],"18"" CONT",20.0,M
Ilex Verticillata Sparkleberry [Late Female],"18"" CONT",20.0,M
Ilex Verticillata Winter Red [Late Female],"18"" CONT",20.0,M
Ilex Wildfire [Early Female],"18"" CONT",23.0,M
Itea Fizzy Mizzy [Dwf],"18"" #3 CONT",35.0,M
Itea Henry's Garnet,"15"" #2 CONT",25.0,M
Itea Henry's Garnet,"18"" #3 CONT",30.0,M
Itea Little Henry [Dwf],"15"" #2 CONT",31.0,M
Itea Little Henry [Dwf],"18"" #3 CONT",36.0,M
Itea Love Child,"15"" #2 CONT",31.0,M
Itea Short n' Sweet [Dwf],"15"" #2 CONT",31.0,M
Itea Short n' Sweet [Dwf],"18"" #3 CONT",36.0,M
Juniperus Andorra - Compact,"15"" #2 CONT",23.5,M
Juniperus Andorra - Compact,"18"" #3 CONT",28.5,M
Juniperus Andorra - Compact,2' #5 CONT,34.0,M
Juniperus Blue Chip,"15"" #2 CONT",23.5,M
Juniperus Blue Forest,"15"" #2 CONT",27.0,M
Juniperus Blue Rug - Wiltoni,"15"" #2 CONT",23.5,M
Juniperus Blue Rug - Wiltoni,"18"" #3 CONT",28.5,M
Juniperus Blue Rug - Wiltoni,2' #5 CONT,34.0,M
Juniperus Blue Star,"8"" #1 CONT",17.0,M
Juniperus Blue Star,"12"" #2 CONT",26.0,M
Juniperus Blue Star,"15"" #3 CONT",30.0,M
Juniperus Blue Star,"18"" #5 CONT",37.0,M
Juniperus Blueberry Delight,"15"" #2 CONT",28.0,M
Juniperus Broadmoor,"18"" #3 CONT",28.5,M
Juniperus Broadmoor,2' #5 CONT,34.0,M
Juniperus Buffalo,"18"" #3 CONT",28.5,M
Juniperus Buffalo,2' #5 CONT,34.0,M
Juniperus Calgary Carpet,"18"" #3 CONT",28.5,M
Juniperus Calgary Carpet,2' #5 CONT,34.0,M
Juniperus Daub's Frosted,"15"" #2 CONT",27.0,M
Juniperus Daub's Frosted,"18"" #3 CONT",29.5,M
"Juniperus Gold Lace 15"" #2 CONT","15"" #2 CONT",23.5,M
"Juniperus Gold Lace 18"" #3 CONT","18"" #3 CONT",28.5,M
Juniperus Gold Lace 2' #5 CONT,2' #5 CONT,34.0,M
Juniperus Green Mound,"15"" #2 CONT",23.5,M
Juniperus Green Mound,"18"" #3 CONT",28.5,M
Juniperus Green Mound,2' #5 CONT,34.0,M
Juniperus Green Sargent,"15"" #2 CONT",23.5,M
Juniperus Green Sargent,"18"" #3 CONT",28.5,M
Juniperus Green Sargent,2' #5 CONT,34.0,M
Juniperus Grey Owl,"15"" #2 CONT",23.5,M
Juniperus Grey Owl,"18"" #3 CONT",28.5,M
Juniperus Grey Owl,2' #5 CONT,34.0,M
Juniperus Hughes,"15"" #2 CONT",23.5,M
Juniperus Mini Arcade,"15"" #2 CONT",23.5,M
Juniperus Mini Arcade,"18"" #3 CONT",28.5,M
Juniperus Mini Arcade,"18-24"" #5 CONT",34.0,M
Juniperus Prince of Wales,"15"" #2 CONT",23.5,M
Juniperus Saybrook Gold,"15"" #2 CONT",23.5,M
Juniperus Saybrook Gold,"18"" #3 CONT",28.5,M
Juniperus Sea Green,"15"" #2 CONT",23.5,M
Juniperus Sea Green,"18"" #3 CONT",28.5,M
Juniperus Sea Green,2' #5 CONT,34.0,M
Juniperus Tortuga,"15"" #2 CONT",23.5,M
Junipeus Kallay's Compact [Dwf Pfitzer],"15"" #2 CONT",23.5,M
Junipeus Kallay's Compact [Dwf Pfitzer],"18"" #3 CONT",28.5,M
Junipeus Kallay's Compact [Dwf Pfitzer],2' #5 CONT,34.0,M
Kolkwitzia Jolene Jolene [Pink],"15"" #2 CONT",24.0,M
Larix Romberg Park - Dahurian,2' LOW BRANCHED #3 CONT,105.0,M
Larix Tamarack - American,2' LOW BRANCHED #2 CONT,25.0,M
Larix Tamarack - American,4' LOW BRANCHED #7 CONT,40.0,M
Larix Weeping - European,3' TF B&B,80.0,M
Larix Weeping - European,4' TF B&B,95.0,M
Larix Wolterdingen - Dwf Japanese,2' LOW BRANCHED #3 CONT,105.0,M
Liguistrum Cheyenne,2' CONT,15.0,M
Liguistrum Straight Talk,"18"" CONT",19.0,M
Lily Asiatic & Oriental,"4.5"" BLACK CONT",5.6,M
Lily Asiatic & Oriental,"4.5"" TERRA COTTA CONT",7.2,M
Lily Asiatic & Oriental,#1 CONT,8.5,M
Liriodendron Tuliptree,"1.5"" B&B",155.0,M
Liriodendron Tuliptree,"1.75"" B&B",170.0,M
Liriodendron Tuliptree,"2"" B&B",195.0,M
Lysimachia Golden Moneywort,32 FLAT,44.0,M
Magnolia Ann [Fuchsia],7' TF #10 CONT,150.0,M
Magnolia Ann [Fuchsia],2' CL #5 CONT,45.0,M
Magnolia Ann [Fuchsia],3' CL #7 CONT,90.0,M
Magnolia Ann [Fuchsia],4' CL #10 CONT,115.0,M
Magnolia Butterflies [Yellow],4' TF B&B,90.0,M
Magnolia Butterflies [Yellow],5' TF B&B,105.0,M
Magnolia Butterflies [Yellow],6' TF #7 CONT,125.0,M
Magnolia Butterflies [Yellow],7' TF #10 CONT,150.0,M
Magnolia Elizabeth [Yellow],7' TF #10 CONT,150.0,M
Magnolia Elizabeth [Yellow],8' TF #15 CONT,165.0,M
Magnolia Jane [Red-Purple],2' CL #5 CONT,45.0,M
Magnolia Jane [Red-Purple],3' CL #7 CONT,90.0,M
Magnolia Jane [Red-Purple],4' CL #10 CONT,115.0,M
Magnolia Jane [Red-Purple],5' CL B&B,130.0,M
Magnolia Jane [Red-Purple],6' CL B&B,150.0,M
Magnolia Leonard Messel [Pink],7' TF #10 CONT,150.0,M
Magnolia Leonard Messel [Pink],2' CL #5 CONT,45.0,M
Magnolia Leonard Messel [Pink],3' CL #7 CONT,90.0,M
Magnolia Leonard Messel [Pink],5' HVY CL B&B,130.0,M
Magnolia Leonard Messel [Pink],6' HVY CL B&B,150.0,M
Magnolia Merrill [White],7' TF #10 CONT,150.0,M
Magnolia Merrill [White],5' HVY CL B&B,130.0,M
Magnolia Merrill [White],6' HVY CL B&B,150.0,M
Magnolia Merrill [White],7' HVY CL B&B,165.0,M
Magnolia Royal Star [White],7' TF #10 CONT,150.0,M
Magnolia Royal Star [White],2' CL #5 CONT,45.0,M
Magnolia Royal Star [White],3' CL #7 CONT,90.0,M
Magnolia Royal Star [White],4' CL #10 CONT,115.0,M
Magnolia Royal Star [White],5' CL B&B,140.0,M
Magnolia Saucer [Pink/White],2' CL #5 CONT,45.0,M
Magnolia Saucer [Pink/White],3' CL #7 CONT,90.0,M
Magnolia Yellow Bird,4' CL B&B,115.0,M
Magnolia Yellow Bird,5' CL B&B,130.0,M
Mahonia Compact [Low Spreader],"15"" #3 CONT",35.0,M
Mahonia Oregon Grape,"12"" #1 CONT",16.0,M
Mahonia Oregon Grape,"15"" #2 CONT",32.0,M
Malus Adams [Pink],"1.75"" B&B",105.0,M
Malus Adams [Pink],"2"" B&B",115.0,M
Malus Adirondack [White],"1.5"" B&B",95.0,M
Malus Adirondack [White],"1.75"" B&B",105.0,M
Malus Adirondack [White],"2"" B&B",115.0,M
Malus Emerald Spire [Lt Pink],"1.75"" B&B",105.0,M
Malus Emerald Spire [Lt Pink],"2"" B&B",115.0,M
Malus Gladiator [Pink],"1.5"" B&B",95.0,M
Malus Gladiator [Pink],"1.75"" B&B",105.0,M
Malus Gladiator [Pink],"2"" B&B",115.0,M
Malus Gladiator [Pink],"2.5"" B&B",125.0,M
Malus Golden Raindrops [White],"1.75"" B&B",105.0,M
Malus Golden Raindrops [White],"2"" B&B",115.0,M
Malus Pink Sparkles [Pink/White],"1.75"" B&B",105.0,M
Malus Pink Sparkles [Pink/White],"2"" B&B",115.0,M
Malus Prairie Rose [Pink] Fruitless,"1.75"" B&B",105.0,M
Malus Prairie Rose [Pink] Fruitless,"2"" B&B",115.0,M
Malus Prairiefire [Fuchsia],"1.5"" B&B",95.0,M
Malus Prairiefire [Fuchsia],"1.75"" B&B",105.0,M
Malus Prairiefire [Fuchsia],"2"" B&B",115.0,M
Malus Purple Prince [Rose Red],"1.5"" B&B",95.0,M
Malus Purple Prince [Rose Red],"1.75"" B&B",105.0,M
Malus Purple Prince [Rose Red],"2"" B&B",115.0,M
Malus Purple Prince [Rose Red],"2.5"" B&B",125.0,M
Malus Red Jewel [White],"1.75"" B&B",105.0,M
Malus Red Jewel [White],"2"" B&B",115.0,M
Malus Red Jewel [White],"2.5"" B&B",125.0,M
Malus Red Jewel [White],6' CL B&B,105.0,M
Malus Red Jewel [White],7' CL B&B,120.0,M
Malus Royal Raindrops [Rose],"1.5"" B&B",105.0,M
Malus Royal Raindrops [Rose],"1.75"" B&B",115.0,M
Malus Royal Raindrops [Rose],"2"" B&B",125.0,M
Malus Royal Raindrops [Rose],"2.5"" B&B",135.0,M
Malus Royal Raindrops [Rose],5' CL B&B,95.0,M
Malus Royal Raindrops [Rose],6' CL B&B,105.0,M
Malus Royal Raindrops [Rose],7' CL B&B,120.0,M
Malus Show Time [Pink],"1.5"" B&B",95.0,M
Malus Show Time [Pink],"1.75"" B&B",105.0,M
Malus Show Time [Pink],"2"" B&B",115.0,M
Malus Spring Snow [White] Fruitless,"1.75"" B&B",105.0,M
Malus Spring Snow [White] Fruitless,"2"" B&B",115.0,M
Malus Spring Snow [White] Fruitless,"2.5"" B&B",125.0,M
Malus Starlite [White],"1.75"" B&B",105.0,M
Malus Starlite [White],"2"" B&B",115.0,M
Malus Starlite [White],"2.5"" B&B",125.0,M
Malus Starlite [White],"3"" B&B",135.0,M
Metasequoia Dawn Redwood,5' TF #5 CONT,60.0,M
Metasequoia Gold Rush,6' TF #7 CONT,90.0,M
Microbiota Decussata Russian Cypress,"15"" #2 CONT",29.5,M
Microbiota Decussata Russian Cypress,"18"" #3 CONT",35.0,M
Morus Chaparral - Weeping Fruitless,4' TF #5 CONT,90.0,M
Morus Chaparral - Weeping Fruitless,5' TF #10 CONT,110.0,M
On Standard Juniper Blue Star,"15"" #6/B&B",100.0,M
On Standard Spruce Dwf Serbian - Omorika,"15"" #5 CONT",70.0,M
On Standard Spruce Dwf Serbian - Omorika,"18"" #7 CONT",80.0,M
On Standard Spruce Globe Blue - Pungens,"15"" #5 CONT",70.0,M
On Standard Spruce Globe Blue - Pungens,"18"" #7 CONT",88.0,M
On Standard Spruce Globe Blue - Pungens,2.5' #10 CONT,150.0,M
On Standard Spruce Little Gem - Abies,"12"" #5 CONT",70.0,M
On Standard Spruce Little Gem - Abies,"15"" #7 CONT",80.0,M
On Standard Spruce Little Gem - Abies,"18"" #10 CONT",90.0,M
Ostrya Ironwood/Hop Hornbeam,"1.5"" B&B",170.0,M
Ostrya Ironwood/Hop Hornbeam,"1.75"" B&B",190.0,M
Ostrya Ironwood/Hop Hornbeam,"2"" B&B",215.0,M
Pachysandra Green Carpet,32 FLAT,44.0,M
Peony,#2 CONT,27.5,M
Peony,#3 CONT,32.0,M
Peony Tree & Itoh,#3 CONT,60.0,M
Perennial,"4.5"" BLACK/PURPLE CONT",5.6,M
Perennial,"4.5"" GREEN CONT",6.4,M
Perennial,"4.5"" TERRA COTTA CONT",7.2,M
Perennial,"5.5"" CONT",11.0,M
Perennial,#1 CONT,11.0,M
Perennial,"#1/8"" CONT",12.5,M
Perennial,"#1/8"" CONT",15.5,M
Perennial Helleborus,"8"" CONT",17.6,M
Perennial PREMIUM,#2 CONT,21.6,M
Perennial PREMIUM,#3 CONT,24.0,M
Philadelphus Illuminati Arch [Dbl White],"15"" #2 CONT",25.0,M
Philadelphus Illuminati Sparks [Variegated],"15"" #2 CONT",25.0,M
Philadelphus Illuminati Spice [Compact],"15"" #2 CONT",25.0,M
Philadelphus Illuminati Tower [Narrow Upright],"15"" #2 CONT",25.0,M
Philadelphus MN Snowflake [Dbl White],3' CONT,23.0,M
Physocarpus Amber Jubilee [Orange & Gold Leaf],"15"" #2 CONT",23.0,M
Physocarpus Amber Jubilee [Orange & Gold Leaf],"18"" #3 CONT",28.0,M
Physocarpus Amber Jubilee [Orange & Gold Leaf],2' #5 CONT,31.0,M
Physocarpus Dart's Gold,"18"" CONT",18.0,M
Physocarpus Diablo [Purple Leaf],"18"" CONT",19.0,M
Physocarpus Fireside [Dk Red-Purple Leaf],"15"" #2 CONT",23.0,M
Physocarpus Fireside [Dk Red-Purple Leaf],2' #3 CONT,30.0,M
Physocarpus Honeycomb [Chartreuse Leaf],"15"" #2 CONT",23.0,M
Physocarpus Little Devil [Burgundy Leaf],"18"" #2 CONT",26.0,M
Physocarpus Little Devil [Burgundy Leaf],2' #3 CONT,30.0,M
Physocarpus Little Devil [Burgundy Leaf],2.5' #5/6 CONT,34.0,M
Physocarpus Lucky Devil [Yellow Leaf],"15"" #2 CONT",18.0,M
Physocarpus Spicy Devil [Burgundy Leaf],"15"" #2 CONT",23.0,M
Physocarpus Spicy Devil [Burgundy Leaf],"18"" #2 CONT",26.0,M
Physocarpus Summer Wine [Purple Leaf],"15"" #2 CONT",23.0,M
Physocarpus Summer Wine Black [Purple Black Leaf],"15"" #2 CONT",23.0,M
Physocarpus Tiny Wine [Purple Leaf],"15"" #2 CONT",23.0,M
Picea Abies Birds Nest [Mound],"15"" #2 CONT",32.0,M
Picea Abies Birds Nest [Mound],"18"" #3 CONT",35.0,M
Picea Abies Birds Nest [Mound],2' #5 CONT,45.0,M
Picea Abies Cupressina [Narrow Green],2' #5 CONT,78.0,M
Picea Abies Cupressina [Narrow Green],2.5' #10 CONT,90.0,M
Picea Abies Cupressina [Narrow Green],3' B&B,100.0,M
Picea Abies Cupressina [Narrow Green],4' #15 CONT,135.0,M
Picea Abies Formanek[Prostrate],"15"" #3 CONT",58.0,M
Picea Abies Little Gem [Globe],"10"" #1 CONT",22.0,M
Picea Abies Little Gem [Globe],"15"" #3 CONT",50.0,M
Picea Abies Norway [Pyramidal],"15"" #2 CONT",21.0,M
Picea Abies Norway [Pyramidal],2' #5/6 CONT,27.0,M
Picea Abies Norway [Pyramidal],3' B&B,75.0,M
Picea Abies Norway [Pyramidal],4' B&B,120.0,M
Picea Abies Norway [Pyramidal],5' B&B,175.0,M
Picea Abies Norway [Pyramidal],6' B&B,220.0,M
Picea Abies Norway [Pyramidal],7' B&B,260.0,M
Picea Abies Norway [Pyramidal],8' B&B,310.0,M
Picea Abies Pumila [Dwf Globe],"12"" #2 CONT",32.0,M
Picea Abies Pumila [Dwf Globe],"15"" #3 CONT",36.0,M
Picea Abies Pumila [Dwf Globe],"18"" #5 CONT",41.0,M
Picea Abies Pusch [Mound],"15"" #3 CONT",70.0,M
Picea Abies Red Tipped - Rubra Spicata [Pyramidal],"15"" #3 CONT",60.0,M
Picea Abies Ripplebrook [Low Mound],"15"" #3 CONT",70.0,M
Picea Abies Sherwood Compact [Conical],2' #6 CONT,78.0,M
Picea Abies Sherwood Compact [Conical],3' #10 CONT,110.0,M
Picea Abies Skyhigh [Globe],"15"" #3 CONT",70.0,M
Picea Abies Tompa [Oval],"15"" #3 CONT",60.0,M
Picea Bicolor Howell's Dwf [Spreading],"15"" #3 CONT",72.0,M
Picea Engelmannii Jasper [Globe],"15"" #3 CONT",72.0,M
Picea Glauca Alberta Dwf [Pyramidal],2' #3 CONT,40.0,M
Picea Glauca Alberta Dwf [Pyramidal],2.5' #3 CONT,48.0,M
Picea Glauca Alberta Dwf [Pyramidal],3.5' #7 CONT,80.0,M
Picea Glauca Alberta Dwf [Pyramidal],4' #10 CONT,95.0,M
Picea Glauca Alberta Jean's Dilly [Conical],2' #3 CONT,57.0,M
Picea Glauca Alberta Pixie Dust [Pyramidal],2' #3 CONT,70.0,M
Picea Glauca Alberta Rainbow's End [Pyramidal],2' #3 CONT,57.0,M
Picea Glauca Alberta Sander's Blue [Pyramidal],2' #3 CONT,62.0,M
Picea Glauca Black Hills [Pyramidal],"18"" #3 CONT",21.0,M
Picea Glauca Black Hills [Pyramidal],2' #5 CONT,27.0,M
Picea Glauca Black Hills [Pyramidal],2.5' #6 CONT,34.0,M
Picea Glauca Black Hills [Pyramidal],3' B&B,70.0,M
Picea Glauca Black Hills [Pyramidal],4' B&B,120.0,M
Picea Glauca Black Hills [Pyramidal],5' B&B,175.0,M
Picea Glauca Black Hills [Pyramidal],6' B&B,215.0,M
Picea Glauca Black Hills [Pyramidal],7' B&B,260.0,M
Picea Glauca Blue Planet [Mini Globe],"10"" #1 CONT",38.0,M
Picea Glauca Dwf Alberta [Pyramidal],3' #5/6 CONT,52.0,M
Picea Glauca White [Pyramidal],"18"" #3 CONT",25.0,M
Picea Glauca White [Pyramidal],2' #5 CONT,27.0,M
Picea Glauca White [Pyramidal],4' B&B,120.0,M
Picea Glauca White [Pyramidal],5' B&B,175.0,M
Picea Glauca White [Pyramidal],6' B&B,215.0,M
Picea Omorika de Ruyter [Upright],"15"" #3 CONT",80.0,M
Picea Omorika Dwarf [Mound],"15"" #3 CONT",44.0,M
Picea Omorika Gunter [Globe],"15"" #3 CONT",80.0,M
Picea Omorika Kamenz [Mound],"15"" #3 CONT",80.0,M
Picea Omorika Pimoko [Broad Upright],"15"" #3 CONT",80.0,M
Picea Omorika Serbian [Pyramidal],2' #5 CONT,27.0,M
Picea Omorika Serbian [Pyramidal],4' B&B,105.0,M
Picea Omorika Serbian [Pyramidal],5' B&B,180.0,M
Picea Omorika Serbian [Pyramidal],6' B&B,210.0,M
Picea Omorika Serbian [Pyramidal],7' B&B,250.0,M
Picea Orientalis Firefly [Pyramidal],"15"" #3 CONT",100.0,M
Picea Orientalis Skylands [Pyramidal],"15"" #3 CONT",80.0,M
Picea Pungens Blue Totem [Columnar],3' #10 CONT,125.0,M
Picea Pungens Blue Totem [Columnar],4' B&B,140.0,M
Picea Pungens Blue Totem [Columnar],5' #20 CONT,180.0,M
Picea Pungens Bonny Blue [Pryramidal],4' B&B,170.0,M
Picea Pungens Bonny Blue [Pryramidal],5' B&B,185.0,M
Picea Pungens Colorado Blue [Pryramidal],2.5' B&B,32.0,M
Picea Pungens Colorado Blue [Pryramidal],3' B&B,60.0,M
Picea Pungens Colorado Blue [Pryramidal],4' B&B,95.0,M
Picea Pungens Colorado Blue [Pryramidal],5' B&B,125.0,M
Picea Pungens Colorado Blue [Pryramidal],6' B&B,150.0,M
Picea Pungens Colorado Blue [Pryramidal],7' B&B,195.0,M
Picea Pungens Colorado Blue [Pryramidal],8' B&B,225.0,M
Picea Pungens Colorado Blue [Pryramidal],9' B&B,250.0,M
Picea Pungens Colorado Green [Pryramidal],3' B&B,52.0,M
Picea Pungens Colorado Green [Pryramidal],4' B&B,85.0,M
Picea Pungens Colorado Green [Pryramidal],5' B&B,115.0,M
Picea Pungens Colorado Green [Pryramidal],6' B&B,150.0,M
Picea Pungens Colorado Green [Pryramidal],7' B&B,190.0,M
Picea Pungens Colorado Green [Pryramidal],8' B&B,220.0,M
Picea Pungens Colorado Green [Pryramidal],9' B&B,240.0,M
Picea Pungens Deja Blue [Pryramidal],3' B&B,140.0,M
Picea Pungens Fat Albert [Blue Pryramidal],3' B&B,110.0,M
Picea Pungens Fat Albert [Blue Pryramidal],4' #15/B&B,140.0,M
Picea Pungens Fat Albert [Blue Pryramidal],5' LIMITED B&B,170.0,M
Picea Pungens Globe Blue,"10"" #2 CONT",45.0,M
Picea Pungens Globe Blue,"15"" B&B",70.0,M
Picea Pungens Globe Blue,2.5' #10 CONT,120.0,M
Picea Pungens Monty [Pyramidal],"15"" #3 CONT",65.0,M
Picea Pungens Moonstone [Globe],"15"" #3 CONT",70.0,M
Picea Pungens Procumbens [Creeping,2' #6 CONT,180.0,M
Picea Pungens Scottie [,"15"" #3 CONT",75.0,M
Picea Pungens St. Mary's Broom [Globe],"12"" #2 CONT",58.0,M
Pinus Aristata Horstmann,"10"" #1 CONT",38.0,M
Pinus Aristata Horstmann,"15"" #3 CONT",100.0,M
Pinus Cembra Blue Mound,2' #7 CONT,130.0,M
Pinus Cembra Chalet [Conical],4' #10 CONT,160.0,M
Pinus Cembra Chalet [Conical],5' #15 CONT,190.0,M
Pinus Contorta Taylor's Sunburst,"18"" #3 CONT",110.0,M
Pinus Flexilis Domingo [Broad Pyramidal],5' #15 CONT,150.0,M
Pinus Flexilis Vanderwolf's Pyramid [Pyramidal],4' #10/B&B,160.0,M
Pinus Flexilis Vanderwolf's Pyramid [Pyramidal],5' #15/B&B,180.0,M
Pinus Mugo Dwarf - Pumilio [Globe],"12"" #2 CONT",26.0,M
Pinus Mugo Dwarf - Pumilio [Globe],"15"" #3 CONT",30.0,M
Pinus Mugo Dwarf - Pumilio [Globe],"18"" #5 CONT",39.0,M
Pinus Mugo Fastigiata [Columnar],2' #6 CONT,70.0,M
Pinus Mugo Slowmound [Globe],"15"" #3 CONT",44.0,M
Pinus Mugo Valley Cushion [Globe],"12"" #3 CONT",44.0,M
Pinus Parviflora Catherine Elizabeth [Globe],"15"" #3 CONT",90.0,M
Pinus Parviflora Goldilocks [Broad Upright],"15"" #3 CONT",90.0,M
Pinus Parviflora Kinpo [Mound],"15"" #3 CONT",95.0,M
Pinus Strobus Blue Shag [Globe],"15"" #3 CONT",82.0,M
Pinus Strobus Blue Shag [Globe],"18"" #6 CONT",140.0,M
Pinus Strobus Ground Hugger,"18"" #3 CONT",85.0,M
Pinus Strobus Sarah Rachel [Dwf Pyramidal],"18"" #3 CONT",82.0,M
Pinus Strobus Stowe Pillar,3' #10 CONT,115.0,M
Pinus Strobus Stowe Pillar,4' #10 CONT,130.0,M
Pinus Strobus Stowe Pillar,5' #15 CONT,145.0,M
Pinus Strobus White - Natural,4' B&B,70.0,M
Pinus Strobus White - Natural,5' B&B,85.0,M
Pinus Strobus White - Natural,6' B&B,105.0,M
Pinus Strobus White [Upright Sheared],"18"" #5 CONT",27.0,M
Pinus Strobus White [Upright Sheared],5' HVY B&B,155.0,M
Pinus Strobus White [Upright Sheared],6' HVY B&B,180.0,M
Pinus Strobus White [Upright Sheared],7' HVY B&B,210.0,M
Pinus Strobus White [Upright Sheared],8' HVY B&B,265.0,M
Pinus Sylvestris Hillside Creeper [Prostrate],"15"" #3 CONT",82.0,M
Pinus Sylvestris Scotch [Upright],2' #5 CONT,27.0,M
Pinus Sylvestris Scotch [Upright],4' B&B,90.0,M
Pinus Sylvestris Scotch [Upright],5' B&B,125.0,M
Pinus Sylvestris Scotch [Upright],6' B&B,145.0,M
Pinus Sylvestris Scotch [Upright],7' B&B,165.0,M
Pinus Sylvestris Scotch [Upright],8' B&B,190.0,M
Platanus Exclamation!,"1.75"" B&B",140.0,M
Platanus Exclamation!,"2"" B&B",155.0,M
Platanus Exclamation!,"2.5"" B&B",175.0,M
Pom Pom Juniper Gold Pfitzer,2' #5 CONT,82.0,M
Pom Pom Pinus Scotch - Sylvestris,4' B&B,100.0,M
Populus Columnar Swedish,"1.5"" B&B",110.0,M
Populus Quaking,5' TF #5 CONT,38.0,M
Populus Quaking,6' TF #7 CONT,65.0,M
Populus Quaking,8' TF #10 CONT,90.0,M
Populus Quaking,"1.5"" #15 CONT",130.0,M
Populus Quaking,8' CL #15 CONT,150.0,M
Populus Siouxland,8' TF #10 CONT,50.0,M
Populus Summer Shimmer - Improved Quaking,"1.5"" #10 CONT",160.0,M
Potentilla Goldfinger,"15"" CONT",18.0,M
Potentilla Goldfinger,"18"" CONT",19.5,M
Potentilla Happy Face Hearts,"15"" #2 CONT",20.0,M
Potentilla Happy Face Orange,"15"" #2 CONT",20.0,M
Potentilla Happy Face Pink Paradise,"15"" #2 CONT",20.0,M
Potentilla Happy Face White,"15"" #2 CONT",20.0,M
Potentilla Happy Face Yellow,"15"" #2 CONT",20.0,M
Potentilla Lemon Meringue [Dbl Lt Yellow],"15"" CONT",18.5,M
Potentilla Mandarin Tango [Orange],"15"" CONT",18.5,M
Potentilla Mckay's White,"15"" CONT",18.0,M
Potentilla Pink Beauty,"15"" CONT",17.5,M
Prunus Amur Cherry - Maackii [White],"2"" Limited B&B",100.0,M
Prunus Amur Cherry - Maackii [White],"2.5"" Limited B&B",115.0,M
Prunus Flowering Almond Dbl Pink,2' CONT,18.0,M
Prunus Jade Parade - Dwf,"15"" #2 CONT",28.0,M
Prunus Newport [Pink],"1.5"" B&B",75.0,M
Prunus Newport [Pink],"2"" B&B",100.0,M
Prunus Purpleleaf Sandcherry - Cistena,2' #5 CONT,18.0,M
Prunus Spring Wonder [Pink],"1.75"" B&B",120.0,M
Prunus Spring Wonder [Pink],"2"" B&B",140.0,M
Prunus Stay Classy - Dwf,"15"" #2 CONT",25.0,M
Prunus Weeping Cherry [Dbl Pink],6' TF B&B,90.0,M
Prunus Weeping Cherry [Dbl Pink],"1.5"" B&B",140.0,M
Prunus Weeping Cherry [Dbl Pink],"2"" B&B",155.0,M
Pyrus Autumn Blaze,"1.75"" B&B",135.0,M
Pyrus Autumn Blaze,"2"" B&B",165.0,M
Pyrus Autumn Blaze,"2.5"" B&B",180.0,M
Pyrus Cleveland Select,"1.75"" B&B",135.0,M
Pyrus Cleveland Select,"2"" B&B",165.0,M
Pyrus Cleveland Select,"2.5"" B&B",180.0,M
Pyrus Jack - Dwf,"2"" B&B",150.0,M
Quercus Bur,8' TF #10 CONT,160.0,M
Quercus Bur,"1.75"" B&B",190.0,M
Quercus Bur,"2"" B&B",220.0,M
Quercus Bur,"2.5"" B&B",255.0,M
Quercus Bur,"3"" B&B",275.0,M
Quercus Red,5' TF #5 CONT,60.0,M
